Export commodity(Tons),commodity_name,Billionaires per Million people,Billionaire_Name,RichestNetworld(Bn),CrimeIndex,SafetyIndex,Spend on Education %,education.spend per student,Gini coefficient(World_bank)%,Gini coefficient(CIA)%,Area(km),Density,Population_Change%,Global_pop%,Population.Rank,GlobalPeaceIndex(GPI)2024(1-5),Safety_index,GDP.Rank,GDP(IMF'24),GDP(UN'22),GDP PER CAPITAL,Population,Country,Year
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2022
6.1K,"Mangoes, guavas and mangosteens",,,,77.9,22.1,0.013,,41.10%,,27.8K,432,0.0113,0.15%,82,2.827,42,116,$24.05 Bn,$18.75 Bn,"$2,020",11906100,Haiti,2012
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2022
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.1K,"Meat of sheep, fresh or chilled",2.519,Thor Bjorgolfsson,$2.10,25.4,74.6,0.071,"$15,200",26.10%,26.10%,103K,4,0.0124,< 0.01%,178,1.112,95,106,$33.34 Bn,$28.06 Bn,"$83,708",398266,Iceland,2017
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2023
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
3.9M,Maize (corn),0.097,Johann Rupert & family,$12.20,75.4,24.6,0.061,,63%,63%,1.2M,53,0.0116,0.81%,24,2.507,48,41,$373.23 Bn,$405.27 Bn,"$5,764",64747300,South Africa,2014
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2022
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2020
6.2M,Wheat,1.56,KlausMichael Kuehne,$39.20,38.9,61.1,0.045,"$13,700",32.40%,31.70%,357.1K,241,0.0056,1.05%,19,1.542,85,3,$4.59 Tn,$4.08 Tn,"$54,607",84075100,Germany,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2023
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
556K,Bananas,,,,73.4,26.6,0.04,,48.20%,48.20%,112.5K,98,0.0166,0.14%,87,2.415,49,101,$37.35 Bn,$31.72 Bn,"$3,394",11005800,Honduras,2019
17.8M,Wheat,0.821,Vagit Alekperov,$28.60,39.1,60.9,0.041,,35.10%,36%,17.1M,9,0.0057,1.80%,9,3.249,34,11,$2.06 Tn,$2.24 Tn,"$14,284",143997000,Russia,2022
